sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Cond @ 25C,Oxygen Diss,Temp Water,pH,TurbidityNTU,Tot Coli CMF,E.coli Pres,E.coli Conf,E.coli C-MF,E.coli PMF,Colfm PMF10,E.coli C-MPN,ColfmF Conf,Colfrm Conf,ColfmF MF10,ColformsPre,F Coli Pre,,
NE-42100407,HOLY IS & BUDLE BAY PROJ MISC LOCATIONS,2018-01-09T13:20:00,739,8.94,4.3,7.26,18,,,,99,,,,,,,,,,
NE-41000232,NORTH LOW OPP SHEEPFOLD N OF GOSWICK,2018-01-09T11:58:00,716,12.6,4.4,7.91,13.6,,,,620,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2018-01-02T11:47:00,217,10.6,5.2,7.55,14.5,,,,1273,,,,,,,,,,
NE-42100210,SOUTH LOW U/S CAUSEWAY,2017-11-24T13:50:00,1850,12.3,5.6,7.8,46.4,,,,2200,,,,,,,,,,
NE-42100245,WAREN BURN U/S WEIR (EL SUB STATION),2017-11-24T13:22:00,407.9,12.7,5.1,8,19.4,,,,1636,,,,,,,,,,
NE-42100238,COCKLE RIDGE REED BED OUTFLOW,2017-11-24T12:32:00,647.2,11.4,5.1,7.94,18.3,,,,2800,,,,,,,,,,
NE-42100246,ROSS LOW U/S TIDAL SLUICE,2017-11-24T11:45:00,499.7,12.5,5.6,7.75,24.3,,,,2300,,,,,,,,,,
NE-41000002,SOUTH LOW AT TIDAL SLUICE,2017-11-24T10:53:00,673.8,10.4,5.5,7.85,48,,,,3300,,,,,,,,,,
NE-41000232,NORTH LOW OPP SHEEPFOLD N OF GOSWICK,2017-11-24T10:01:00,600.9,12,5,7.92,53.4,,,,1364,,,,,,,,,,
NE-42100113,"FOULWORK BURN @ FOOTBRIDGE, FENHAM FLATS",2017-11-23T13:45:00,650.1,10.5,7.4,7.65,87.8,,,,4500,,,,,,,,,,
NE-42100204,DRAIN AT KILN POINT,2017-11-23T12:20:00,782,9.91,7.2,7.36,11.9,,,,3000,,,,,,,,,,
NE-49000468,GYPSEY RACE - D/S OF SPRINGFIELD CSO,2017-11-23T11:50:00,549.4,11.3,8,7.46,87.4,,200,,100,,,,,,,,,,
NE-42100247,BEAL CAST AT FOOTBRIDGE (U/S BLACK LOW),2017-11-23T11:34:00,817,9.35,7.5,7.33,137,,,,3300,,,,,,,,,,
SO-G0006207,NYEWOOD LANE O/F,2017-11-23T11:20:00,14910,8.05,13,7.63,5.8,,,,23000,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2017-11-03T10:04:00,254,10.1,10,7.45,4.5,,,,690,,,,,,,,,,
NE-42100245,WAREN BURN U/S WEIR (EL SUB STATION),2017-10-26T13:06:00,529,10.1,10.4,8.2,1.4,,,,955,,,,,,,,,,
NE-42100246,ROSS LOW U/S TIDAL SLUICE,2017-10-26T12:15:00,2591,8.85,10.4,7.89,2.2,,,,847,,,,,,,,,,
NE-41000002,SOUTH LOW AT TIDAL SLUICE,2017-10-26T11:20:00,2749,8.58,10.4,7.87,3.4,,,,300,,,,,,,,,,
NE-41000232,NORTH LOW OPP SHEEPFOLD N OF GOSWICK,2017-10-26T10:48:00,779,8.42,10,8.16,5.6,,,,550,,,,,,,,,,
NE-42100113,"FOULWORK BURN @ FOOTBRIDGE, FENHAM FLATS",2017-10-25T14:07:00,1179,12,11.2,8.28,2.9,,,,1545,,,,,,,,,,
NE-42100247,BEAL CAST AT FOOTBRIDGE (U/S BLACK LOW),2017-10-25T11:58:00,2834,10.3,10.9,7.65,19.6,,,,470,,,,,,,,,,
NE-42100210,SOUTH LOW U/S CAUSEWAY,2017-10-25T10:50:00,32954,10.2,11.4,7.97,6.3,,,,240,,,,,,,,,,
NE-42100238,COCKLE RIDGE REED BED OUTFLOW,2017-10-24T13:00:00,882,7.37,11.7,8.01,1.4,,,,460,,,,,,,,,,
NW-88003849,SPARTING BROOK @ FOOTPATH  BARTON OHFARM,2017-10-24T11:30:00,972,8.78,12.1,7.5,1,,,,12000,,,,,,,,,,
NE-42100205,BUDLE BAY OFF HEATHER COTTS AND CARAVAN,2017-10-24T10:25:00,24301,0.655,11.7,7.57,1,,,,10,,,,,,,,,,
NE-42100245,WAREN BURN U/S WEIR (EL SUB STATION),2017-09-26T12:58:00,547.3,10.2,13,8.32,2.1,,,,727,,,,,,,,,,
NE-42100246,ROSS LOW U/S TIDAL SLUICE,2017-09-26T12:10:00,1024,8.02,13.4,8.04,2.8,,,,2000,,,,,,,,,,
NE-41000002,SOUTH LOW AT TIDAL SLUICE,2017-09-26T10:54:00,1244,6.87,13.5,7.96,2.8,,,,280,,,,,,,,,,
NE-41000232,NORTH LOW OPP SHEEPFOLD N OF GOSWICK,2017-09-26T10:07:00,828,8.23,12.9,8.31,2.2,,,,1636,,,,,,,,,,
NE-42100113,"FOULWORK BURN @ FOOTBRIDGE, FENHAM FLATS",2017-09-25T15:06:00,1202,15.2,14.3,8.5,2.5,,,,690,,,,,,,,,,
NE-42100247,BEAL CAST AT FOOTBRIDGE (U/S BLACK LOW),2017-09-25T14:05:00,3625,13.2,14.3,7.7,22.4,,,,108,,,,,,,,,,
SW-81814942,PORTHLUNEY BEACH (28400),2017-09-25T12:00:00,24247,10,13.9,7.89,4.9,,,,136,,,,,,,,,,
NE-42100238,COCKLE RIDGE REED BED OUTFLOW,2017-09-22T14:47:00,830,9.37,11.6,8.38,4.8,,,,300,,,,,,,,,,
NE-42100204,DRAIN AT KILN POINT,2017-09-22T13:34:00,972,9.32,11.4,7.57,1,,,,10,,,,,,,,,,
NE-42100245,WAREN BURN U/S WEIR (EL SUB STATION),2017-08-24T13:07:00,553.6,10.6,14,8.39,1.5,,,,2100,,,,,,,,,,
SW-73110919,RIVER UMBER AT KILN LANE,2017-08-24T12:15:00,7549,8.67,14.6,7.88,2.3,,,,590,,,,,,,,,,
NE-41000002,SOUTH LOW AT TIDAL SLUICE,2017-08-24T11:17:00,1985,6.98,15.3,7.88,3.1,,,,11818,,,,,,,,,,
NE-41000232,NORTH LOW OPP SHEEPFOLD N OF GOSWICK,2017-08-24T09:23:00,766,7.34,14.9,7.94,1.9,,,,530,,,,,,,,,,
NE-42100247,BEAL CAST AT FOOTBRIDGE (U/S BLACK LOW),2017-08-23T13:48:00,10284,7.46,16.2,7.41,32.1,,,,153,,,,,,,,,,
SW-70614869,HOLLICOMBE BEACH (23900),2017-08-23T12:20:00,19701,8.89,17,8.01,5.7,,,,45,,,,,,,,,,
SW-70614854,TORRE ABBEY BEACH (23800),2017-08-23T11:40:00,1705,10.2,15.4,8.28,22.7,,,,10,,,,,,,,,,
NE-42100204,DRAIN AT KILN POINT,2017-08-23T10:50:00,971,8.83,11.8,7.48,1.7,,,,460,,,,,,,,,,
NE-42100205,BUDLE BAY OFF HEATHER COTTS AND CARAVAN,2017-08-23T10:25:00,9948,6.57,16.4,7.77,15,,,,27,,,,,,,,,,
NE-42100253,FIELD DRAIN 300M NORTH OF MILL BURN,2017-08-09T13:21:00,695,5.57,13.5,8.06,51.7,,,,1272727,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2017-08-04T11:25:00,184,9.24,15.3,7.63,10.7,,,,2000,,,,,,,,,,
NE-42100245,WAREN BURN U/S WEIR (EL SUB STATION),2017-07-25T14:52:00,377.2,9.74,13.1,8.32,6.3,,,,2100,,,,,,,,,,
NW-88022983,WELD ROAD CSO-RH OUTFALL LOOKING SEWARD,2017-07-25T14:15:00,868,9.2,13.4,8.39,7.7,,,,4700,,,,,,,,,,
NE-42100246,ROSS LOW U/S TIDAL SLUICE,2017-07-25T13:30:00,520,8.43,13.8,8.3,9.4,,,,7100,,,,,,,,,,
NE-42100113,"FOULWORK BURN @ FOOTBRIDGE, FENHAM FLATS",2017-07-25T12:12:00,873,11.8,13.9,8.43,6.9,,,,7600,,,,,,,,,,
NE-42100204,DRAIN AT KILN POINT,2017-07-25T11:25:00,996,8.71,11.5,7.77,1,,,,36,,,,,,,,,,
SW-70814980,CHALLABOROUGH BEACH (26000),2017-07-25T10:50:00,50628,6.1,15.8,7.89,17.3,,,,10,,,,,,,,,,
NE-42100252,MILL BURN AT FENHAM OLD MILL,2017-07-24T14:42:00,536.2,9.79,13.2,8.17,22.1,,,,6300,,,,,,,,,,
NE-42100247,BEAL CAST AT FOOTBRIDGE (U/S BLACK LOW),2017-07-24T13:42:00,1595,8.4,14.5,7.62,38.2,,,,14000,,,,,,,,,,
NE-41000002,SOUTH LOW AT TIDAL SLUICE,2017-07-24T12:58:00,745,7.13,13.8,8.3,39.7,,,,21000,,,,,,,,,,
SW-82215420,GWITHIAN TOWANS (31400),2017-07-24T11:37:00,4106,9.05,14.1,8.1,54.9,,,,18,,,,,,,,,,
NE-41000232,NORTH LOW OPP SHEEPFOLD N OF GOSWICK,2017-07-24T10:30:00,674,7.58,13,7.72,22.4,,,,13000,,,,,,,,,,
SW-70410301,KNOWLE BROOK IN BUDLEIGH AT CULVERT,2017-05-05T11:40:00,471,9.16,12.8,8.33,2.4,,,,2000,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2017-04-18T08:46:00,810,8.82,9.5,8.02,6.6,,,,390,,,,,,,,,,
NW-88003869,OLD RIVER BROCK PTC NEW DRAUGHT,2017-04-12T10:30:00,17312,11.5,8.9,8.08,7.6,,,,2200,,,,,,,,,,
NE-42100245,WAREN BURN U/S WEIR (EL SUB STATION),2017-03-20T14:53:00,492.7,12.2,8.3,8.32,3.9,,,,680,,,,,,,,,,
NE-42100246,ROSS LOW U/S TIDAL SLUICE,2017-03-20T13:53:00,557.5,11.9,8.5,8.02,8.1,,,,770,,,,,,,,,,
NE-41000002,SOUTH LOW AT TIDAL SLUICE,2017-03-20T12:56:00,706.6,10,8.7,7.84,34.2,,,,8000,,,,,,,,,,
NE-41000232,NORTH LOW OPP SHEEPFOLD N OF GOSWICK,2017-03-20T12:06:00,324.4,11.4,8.1,7.95,25.4,,,,2500,,,,,,,,,,
NE-42100247,BEAL CAST AT FOOTBRIDGE (U/S BLACK LOW),2017-03-17T12:38:00,2273,13.7,8.2,7.6,19.5,,,,10,,,,,,,,,,
NE-42100210,SOUTH LOW U/S CAUSEWAY,2017-03-17T10:50:00,11478,12.3,7.6,8.08,10.7,,,,270,,,,,,,,,,
NE-42100238,COCKLE RIDGE REED BED OUTFLOW,2017-03-15T13:43:00,832,11,8,8.31,3.5,,,,36,,,,,,,,,,
NE-42100113,"FOULWORK BURN @ FOOTBRIDGE, FENHAM FLATS",2017-03-15T12:32:00,903,14.3,7.3,8.34,3,,,,770,,,,,,,,,,
NE-42100204,DRAIN AT KILN POINT,2017-03-15T11:09:00,957,9.88,8.4,7.65,1,,,,10,,,,,,,,,,
NE-42100205,BUDLE BAY OFF HEATHER COTTS AND CARAVAN,2017-03-15T10:41:00,42988,9.41,8,7.75,2.5,,,,10,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2017-03-03T11:12:00,228,11.3,5.7,7.74,13.9,,,,1364,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2017-03-02T10:15:00,746,11,6.2,7.98,12.1,,,,460,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2017-02-13T09:21:00,737,12,3.7,8.22,18.3,,,,570,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2017-02-03T11:18:00,276,10.9,7.2,7.82,6.3,,,,530,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2017-01-10T09:07:00,811,13.1,5.4,8.2,6.9,,,,230,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2017-01-06T11:48:00,298,13.2,3.1,8.16,5.7,,,,946,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-12-07T09:47:00,834,11.5,5.7,8.04,4.1,,,,380,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-11-24T09:22:00,572,10.7,7.1,7.99,43.5,,,,3200,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2016-11-04T10:30:00,243,10.6,7.8,7.89,12,,,,6600,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-09-29T09:07:00,809,7.09,15.5,7.91,4.4,,,,370,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-09-05T10:46:00,721,5.78,16,7.73,4.3,,,,490,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-08-12T08:41:00,815,7.47,16.2,8.39,2.1,,,,280,,,,,,,,,,
SW-82518801,INVESTIGATION IN CATCHMENT 25A,2016-08-04T11:29:00,3848,8.86,16,7.87,2.7,,,,65000,,,,,,,,,,
SW-73110303,WEST WILDER BROOK AT ILFRACOMBE BEACH,2016-08-03T11:40:00,240,8.59,16.8,8.05,4.5,,,,12000,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-07-19T10:08:00,817,5.68,19.2,8.03,2.8,,,,2700,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-06-13T08:51:00,807,6.47,16.8,8.05,4.9,,,,480,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2016-06-06T11:25:00,314,7.38,20.1,7.64,4,,,,198,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-05-16T08:36:00,777,7.95,12.6,8.07,4.4,,,,670,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-04-27T10:45:00,811,11.5,8.4,8.28,3.9,,,,126,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-03-15T08:51:00,653,10.7,6.7,8.14,15.7,,,,1727,,,,,,,,,,
AN-62M01,R.OUSE THE POINT KINGS LYNN,2016-03-08T16:56:00,26817,10.9,5.16,8.24,40.8,,,,113,,,,,,,,126,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2016-03-03T13:50:00,204,11.3,5.4,7.55,25.3,,,,2000,,,,,,,,,,
AN-62M01,R.OUSE THE POINT KINGS LYNN,2016-02-04T15:52:00,20628,11.1,6.35,8.28,19.3,,,,81,,,,,,,,90,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2016-02-04T11:17:00,186,11.3,6.4,7.76,52.9,,,,5200,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-02-01T09:09:00,626,10.5,7.8,8.13,71.4,,,,2900,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2016-01-05T10:51:00,533,9.36,7.4,7.92,64.1,,,,3400,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2016-01-05T09:15:00,216,10.6,7,7.59,19.2,,,,1818,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-12-11T13:38:00,707,9.97,7.8,8.04,9.2,,,,400,,,,,,,,,,
AN-62M01,R.OUSE THE POINT KINGS LYNN,2015-12-07T13:39:00,1344.6,10.5,9.52,8.25,70.2,,,,320,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-12-03T10:50:00,199,11,8.3,7.51,17.3,,,,11000,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-11-30T11:24:00,753,11.1,7.8,8.05,12.5,,,,630,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-11-05T11:25:00,280,10.3,10.9,7.87,4.1,,,,440,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-10-28T10:30:00,856,8.52,10.9,8.09,8.1,,,,660,,,,,,,,,,
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2015-10-09T11:22:00,1039,6.91,9.9,7.59,3,,,,117,,,,,,,,,,
SO-E0007023,BUCKSHOLE RES MID D/S,2015-10-09T10:55:00,703,7.99,9.5,7.74,5,,,,2300,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-10-07T12:20:00,293,8.2,13.7,7.83,11.9,,,,46000,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2015-09-17T13:00:00,476,7.57,15.4,7.93,12.7,,,,260,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-09-16T12:32:00,787,8.6,14,8.02,5.4,,,,216,,,,,,,,,,
SW-73115135,ILFRACOMBE (HELE) BEACH (34600),2015-09-08T15:00:00,27501,8.54,14.6,8.08,39.8,,,,90,,,,,,,,90,,
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2015-09-04T14:09:00,688,6.42,12.7,8.01,2.7,,,,6700,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2015-09-04T09:05:00,481,7.89,15.7,7.94,19.9,,,,73,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2015-09-02T12:15:00,484.4,7.92,16.6,8.05,15.7,,,,164,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-09-02T09:40:00,247,9.16,14.2,7.86,4.7,,,,4100,,,,,,,,,,
SW-81914925,PORTHOUSTOCK BEACH (29000),2015-08-27T12:20:00,292,7.61,17.2,7.8,18,,,,10,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2015-08-20T13:18:00,486.8,8.38,17.9,8,13.4,,,,490,,,,,,,,,,
SW-Z1020114,W. TRYM STM. AT LAKEWOOD RD,2015-08-18T12:10:00,732,8.53,15.9,8.02,1.05,,,,17000,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2015-08-18T11:50:00,487.5,7.53,18.1,7.9,10,,,,200,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-08-13T13:49:00,797,6.5,16.8,7.85,2.8,,,,230,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-08-06T11:18:00,225,9.64,15,7.77,3.2,,,,320,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2015-08-05T09:23:00,483.1,7.87,17.5,8.12,12.1,,,,45,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2015-07-28T12:15:00,479.9,8.54,17.1,7.97,14.7,,,,45,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2015-07-21T08:55:00,491,6.49,18.6,7.87,21.5,,,,55,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2015-07-19T11:27:00,491.1,8.08,18.7,8.03,21.3,,,,182,,,,,,,,,,
SW-70614644,NESS COVE (23000),2015-07-13T12:30:00,370,7.46,19.4,7.86,24.4,,,,10,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2015-07-08T09:55:00,488.5,5.72,18.7,7.73,19.8,,,,82,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-07-07T09:18:00,839,5.95,17.4,7.89,3.2,,,,320,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2015-07-05T11:26:00,439,6.97,20.4,7.96,19.2,,,,55,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-07-03T09:37:00,320,8.81,18.2,7.87,4.2,,,,54,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2015-06-29T11:15:00,497.3,6.31,19,8,20.4,,,,10,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2015-06-19T11:02:00,474.3,8.97,18.3,8.14,10.2,,,,63,,,,,,,,,,
SW-50024507,DURLEY CHINE (19150),2015-06-16T13:50:00,968,8.5,16.3,8.09,5.1,,,,10,,,,,,,,,,
SW-73115135,ILFRACOMBE (HELE) BEACH (34600),2015-06-12T11:00:00,471.8,9.81,17.1,8.26,10,,,,10,,,,,,,,,,
SW-81014770,WEMBURY BEACH (26200),2015-06-10T10:35:00,471.5,7.31,15.6,8.05,18.7,,,,10,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2015-06-09T09:55:00,471.2,6.8,15.9,8.01,17.4,,,,27,,,,,,,,,,
SW-70614631,TEIGNMOUTH NEW BW SITE,2015-06-04T11:10:00,495,9.46,12.4,7.85,3.1,,,,18,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-06-04T10:51:00,216,10.1,12.1,7.59,6.3,,,,727,,,,,,,,,,
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2015-06-04T10:33:00,1269,6.61,12.8,7.9,3.1,,,,320,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-05-26T09:21:00,797,7.59,12.8,7.97,5.5,,,,200,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2015-05-21T11:38:00,482,10.4,14.4,8.33,21.9,,,,45,,,,,,,,,,
SW-70640104,TEIGNMOUTH BACK BEACH,2015-05-21T11:25:00,677.1,6.44,14.9,8.24,9.2,,,,10,,,,,,,,,,
SW-72910466,RIVER TORRIDGE AT BIDEFORD LONG BRIDGE,2015-05-21T10:50:00,556.4,9.08,14.3,8.87,9.8,,,,36,,,,,,,,,,
AN-62M01,R.OUSE THE POINT KINGS LYNN,2015-05-11T11:17:00,38871,10,13.22,8.54,59.2,,,,18,,,,,,,,27,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-05-08T15:14:00,230,11,10.8,7.66,5.8,,,,1273,,,,,,,,,,
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2015-05-07T12:56:00,771,10.6,11.9,7.83,4.3,,,,420,,,,,,,,,,
SW-60030143,ISLEPORT RHYNE OUTLET INTO RIVER BRUE,2015-04-24T11:20:00,568,11.1,12,8.06,23.5,,,,5000,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-04-15T12:08:00,747,9.4,12.6,8.14,5.9,,,,108,,,,,,,,,,
AN-62M01,R.OUSE THE POINT KINGS LYNN,2015-04-14T15:56:00,37240,9.65,11.28,8.21,23.3,,,,1,,,,1,,,,,,
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2015-04-01T11:50:00,907,11.8,6.9,7.85,4,,,,135,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-04-01T11:35:00,266,11.6,5.9,7.6,13.5,,,,2500,,,,,,,,,,
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2015-04-01T11:24:00,909,11.2,6.6,8.18,4,,,,740,,,,,,,,,,
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2015-03-06T13:00:00,910,14.9,7.3,8.37,4.6,,,,1818,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-03-06T12:12:00,241,11.9,6.6,7.8,5.2,,,,1182,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-03-06T10:13:00,784,11.5,6,8.22,9.3,,,,230,,,,,,,,,,
AN-62M01,R.OUSE THE POINT KINGS LYNN,2015-03-05T07:01:00,23604,11.5,4.74,8.11,13.2,,,,126,,,,126,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-02-12T09:12:00,790,11.5,4.4,8.18,5.2,,,,540,,,,,,,,,,
AN-62M01,R.OUSE THE POINT KINGS LYNN,2015-02-08T09:38:00,28443,11.6,2.56,8.11,28.7,,,,180,,,,180,,,,,,
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2015-02-06T13:50:00,881,12.2,3.3,8.38,6,,,,270,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-02-06T12:12:00,293,11.1,4,7.9,5.8,,,,310,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-01-16T11:22:00,666,10.7,5.2,8.1,39.8,,,,5600,,,,,,,,,,
AN-62M01,R.OUSE THE POINT KINGS LYNN,2015-01-12T11:02:00,8881,11.5,6.06,8.13,51.3,,,,297,,,,264,,,,330,,
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2015-01-09T13:14:00,817,11.8,7.2,8.17,18.1,,,,2100,,,,,,,,,,
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2015-01-09T12:06:00,758,11.6,6.8,8.08,39.1,,,,818,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-01-08T10:56:00,206,9.55,6.8,8.25,35.1,,,,3700,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2014-12-08T14:44:00,797,12.2,5.1,8.17,5.8,,,,1000,,,,,,,,,,
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-12-03T14:32:00,1749.9,9.72,7.71,8.07,201,,,,500,,,,477,,,,530,,
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2014-12-03T13:20:00,875,10.6,7.9,8.11,7.2,,,,2400,,,,,,,,,,
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2014-12-03T12:28:00,851,10.3,7.9,8.01,11.1,,,,909,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-11-28T11:02:00,273,11.5,7.6,7.9,5.1,,,,580,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2014-11-21T14:03:00,665,10.6,8.9,8.03,14.9,,,,1712,,,,,,,,,,
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-11-05T15:56:00,33.31,8.8,10.544,7.989,172.8,,,,1300,,,,1236,,,,1545,,
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2014-11-04T13:13:00,1292,6.58,9.6,7.71,2.2,,,,1636,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-11-04T12:30:00,232,9.53,9.1,7.66,13.3,,,,10000,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2014-10-28T13:24:00,705,8.24,13.1,7.89,6.8,,,,780,,,,,,,,,,
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-10-12T10:53:00,47894,7.35,12.43,7.85,44.9,,,,50,,,,,,,,55,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-10-03T12:41:00,120,8.87,13.8,8.04,5.4,,,,250,,,,,,,,,,
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2014-10-01T15:11:00,1434,7.14,14.8,7.75,2.3,,,,1818,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2014-09-26T11:24:00,543.6,6.42,16.4,7.72,9.4,,,,108,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2014-09-21T15:52:00,541,7.16,18.1,8.09,11.8,,,,230,,,,,,,,,,
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-09-12T19:24:00,21467.6,5.32,17.59,7.73,351,,,,153,,,,,,,,,,
SW-60110129,HENLEAZE LAKE (36050),2014-09-11T10:18:00,541.3,6.87,17.3,7.69,8.5,,,,55,,,,,,,,,,
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2014-09-04T13:33:00,1143,7.63,16,7.86,2.6,,,,3300,,,,,,,,,,
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2014-09-04T12:16:00,966,6.49,15,7.63,2.2,,,,210,,,,,,,,,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2014-09-03T08:52:00,772,7.8,15.3,7.86,4.8,,,,1455,,,,,,,,,,
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-09-02T12:28:00,211,9.27,15.9,7.6,4,,,,700,,,,,,,,,,
